State,District,Latitude,Longitude,ResolvedLocation,CoordinateSource,Production,SelectionMethod,SelectionRank
Uttar Pradesh,Budaun,28.080099859244935,79.03992075501775,Budaun,geoBoundaries India ADM2 centroid,1907453.0,Top total DES-reported production across available reporting years,182
Chhattisgarh,Surguja,22.94050476403596,83.1234885604557,Surguja,geoBoundaries India ADM2 centroid,1906972.0,Top total DES-reported production across available reporting years,183
Assam,Sivasagar,26.96097397952464,94.66070291122844,Sivasagar,geoBoundaries India ADM2 centroid,1888742.0,Top total DES-reported production across available reporting years,184
Odisha,Jagatsinghapur,20.219122980344284,86.33997279879982,Jagatsinghapur,geoBoundaries India ADM2 centroid,1885520.0,Top total DES-reported production across available reporting years,185
Assam,Udalguri,26.727490582661876,92.03620378964465,Udalguri,geoBoundaries India ADM2 centroid,1875013.0,Top total DES-reported production across available reporting years,186
Madhya Pradesh,Singrauli,24.216764348185226,82.40731145397186,Singrauli,geoBoundaries India ADM2 centroid,1873341.0,Top total DES-reported production across available reporting years,187
Odisha,Anugul,20.984792625875386,84.91328177246427,Anugul,geoBoundaries India ADM2 centroid,1873013.0,Top total DES-reported production across available reporting years,188
Madhya Pradesh,Sidhi,24.213474084363952,81.82592117070692,Sidhi,geoBoundaries India ADM2 centroid,1865711.0,Top total DES-reported production across available reporting years,189
Chhattisgarh,Surajpur,23.404385845169916,83.0153755879146,Surajpur,geoBoundaries India ADM2 centroid,1851231.0,Top total DES-reported production across available reporting years,190
Jharkhand,Simdega,22.577372279573616,84.56732286271088,Simdega,geoBoundaries India ADM2 centroid,1837083.0,Top total DES-reported production across available reporting years,191
Assam,Kokrajhar,26.533130687706176,90.14220147440761,Kokrajhar,geoBoundaries India ADM2 centroid,1833577.0,Top total DES-reported production across available reporting years,192
Madhya Pradesh,Dindori,22.877890821001984,81.0385381829764,Dindori,geoBoundaries India ADM2 centroid,1830872.0,Top total DES-reported production across available reporting years,193
Bihar,Patna,25.457315086209412,85.22783031659188,Patna,geoBoundaries India ADM2 centroid,1827507.0,Top total DES-reported production across available reporting years,194
Assam,Nalbari,26.369860450062667,91.39048819414305,Nalbari,geoBoundaries India ADM2 centroid,1824321.0,Top total DES-reported production across available reporting years,195
Uttar Pradesh,Mainpuri,27.185908747856537,79.0621870408195,Mainpuri,geoBoundaries India ADM2 centroid,1813290.0,Top total DES-reported production across available reporting years,196
Bihar,Araria,26.190163289213633,87.3532125258929,Araria,geoBoundaries India ADM2 centroid,1791905.0,Top total DES-reported production across available reporting years,197
Bihar,Purnia,25.814032494859596,87.41595936454422,Purnia,geoBoundaries India ADM2 centroid,1788805.0,Top total DES-reported production across available reporting years,198
Gujarat,Valsad,20.41790765695821,73.12162829368454,Valsad,geoBoundaries India ADM2 centroid,1778917.0,Top total DES-reported production across available reporting years,199
Odisha,Nayagarh,20.216130775178527,85.00308972709823,Nayagarh,geoBoundaries India ADM2 centroid,1771118.0,Top total DES-reported production across available reporting years,200
Odisha,Nuapada,20.46664949468901,82.5781849821599,Nuapada,geoBoundaries India ADM2 centroid,1754145.0,Top total DES-reported production across available reporting years,201
Assam,Darrang,26.44910647833907,92.0506182971225,Darrang,geoBoundaries India ADM2 centroid,1744336.0,Top total DES-reported production across available reporting years,202
Telangana,Mancherial,18.998931470893275,79.51787250824215,Mancherial,geoBoundaries India ADM2 centroid,1715284.0,Top total DES-reported production across available reporting years,203
Jharkhand,Giridih,24.295494989752193,86.09534682859008,Giridih,geoBoundaries India ADM2 centroid,1706249.0,Top total DES-reported production across available reporting years,204
Bihar,Madhepura,25.8066174547812,86.89597541443901,Madhepura,geoBoundaries India ADM2 centroid,1688751.0,Top total DES-reported production across available reporting years,205
Bihar,Samastipur,25.775604739493193,85.8579994805859,Samastipur,geoBoundaries India ADM2 centroid,1686746.0,Top total DES-reported production across available reporting years,206
Chhattisgarh,Korba,22.531852913992733,82.61178492915082,Korba,geoBoundaries India ADM2 centroid,1683241.0,Top total DES-reported production across available reporting years,207
Tamil Nadu,Madurai,9.921135982297585,78.00764766848086,Madurai,geoBoundaries India ADM2 centroid,1680336.0,Top total DES-reported production across available reporting years,208
Maharashtra,Nagpur,21.176903604932296,79.08798452464222,Nagpur,geoBoundaries India ADM2 centroid,1657336.0,Top total DES-reported production across available reporting years,209
Telangana,Bhadradri,17.762095929878033,80.84657972065064,Bhadradri,geoBoundaries India ADM2 centroid,1650797.0,Top total DES-reported production across available reporting years,210
Jharkhand,Saraikela kharsawan,22.84537247038261,85.95112923502329,Saraikela-Kharsawan,geoBoundaries India ADM2 centroid,1646139.0,Top total DES-reported production across available reporting years,211
Chhattisgarh,Kondagaon,19.740926778031344,81.66222129064265,Kondagaon,geoBoundaries India ADM2 centroid,1645196.0,Top total DES-reported production across available reporting years,212
Gujarat,Tapi,21.190301342367448,73.63406478949939,Tapi,geoBoundaries India ADM2 centroid,1643985.0,Top total DES-reported production across available reporting years,213
Bihar,Sitamarhi,26.58773489372849,85.55853887037676,Sitamarhi,geoBoundaries India ADM2 centroid,1634899.0,Top total DES-reported production across available reporting years,214
Jharkhand,Dumka,24.3200077816534,87.26609493326073,Dumka,geoBoundaries India ADM2 centroid,1633223.0,Top total DES-reported production across available reporting years,215
Uttar Pradesh,Auraiya,26.660820038807568,79.48318664840096,Auraiya,geoBoundaries India ADM2 centroid,1621980.0,Top total DES-reported production across available reporting years,216
Bihar,Kishanganj,26.29840503826134,87.9336385318244,Kishanganj,geoBoundaries India ADM2 centroid,1607062.0,Top total DES-reported production across available reporting years,217
Bihar,Muzaffarpur,26.157543679761915,85.31878777265553,Muzaffarpur,geoBoundaries India ADM2 centroid,1607014.0,Top total DES-reported production across available reporting years,218
Madhya Pradesh,Panna,24.412164410416366,80.18697620930048,Panna,geoBoundaries India ADM2 centroid,1573091.0,Top total DES-reported production across available reporting years,219
Gujarat,Navsari,20.813442008342037,73.09289941562466,Navsari,geoBoundaries India ADM2 centroid,1547318.0,Top total DES-reported production across available reporting years,220
Punjab,Rupnagar,31.062392583211086,76.48936497955673,Rupnagar,geoBoundaries India ADM2 centroid,1544000.0,Top total DES-reported production across available reporting years,221
Telangana,Jayashankar,18.506550367033572,79.93106138119137,Jayashankar,geoBoundaries India ADM2 centroid,1541535.0,Top total DES-reported production across available reporting years,222
Uttar Pradesh,Saharanpur,29.948647453619632,77.54867631579216,Saharanpur,geoBoundaries India ADM2 centroid,1536814.0,Top total DES-reported production across available reporting years,223
Chhattisgarh,Sukma,18.291987034023506,81.38399237046127,Sukma,geoBoundaries India ADM2 centroid,1533685.0,Top total DES-reported production across available reporting years,224
Tamil Nadu,Vellore,12.892129654659849,78.92684624316286,Vellore,geoBoundaries India ADM2 centroid,1532741.0,Top total DES-reported production across available reporting years,225
Uttar Pradesh,Etawah,26.76511778150844,79.09313972002985,Etawah,geoBoundaries India ADM2 centroid,1530990.0,Top total DES-reported production across available reporting years,226
Assam,Dibrugarh,27.35041876130562,95.04564268242812,Dibrugarh,geoBoundaries India ADM2 centroid,1525583.0,Top total DES-reported production across available reporting years,227
Bihar,Siwan,26.156163830942894,84.35986086298625,Siwan,geoBoundaries India ADM2 centroid,1524519.0,Top total DES-reported production across available reporting years,228
Maharashtra,Palghar,19.791310136122302,73.01653111837898,Palghar,geoBoundaries India ADM2 centroid,1523688.0,Top total DES-reported production across available reporting years,229
Jharkhand,Khunti,22.985000637196684,85.25320528182174,Khunti,geoBoundaries India ADM2 centroid,1515369.0,Top total DES-reported production across available reporting years,230
Telangana,Nirmal,19.110950501801522,78.31857145448411,Nirmal,geoBoundaries India ADM2 centroid,1495360.0,Top total DES-reported production across available reporting years,231
Odisha,Rayagada,19.362785417695886,83.51363965188698,Rayagada,geoBoundaries India ADM2 centroid,1493406.0,Top total DES-reported production across available reporting years,232
Maharashtra,Thane,19.360012009145827,73.3278940298267,Thane,geoBoundaries India ADM2 centroid,1491297.0,Top total DES-reported production across available reporting years,233
Tamil Nadu,Sivaganga,9.914243622032718,78.60200677924296,Sivaganga,geoBoundaries India ADM2 centroid,1434024.0,Top total DES-reported production across available reporting years,234
Uttar Pradesh,Bijnor,29.390005736644564,78.39846417168401,Bijnor,geoBoundaries India ADM2 centroid,1414467.0,Top total DES-reported production across available reporting years,235
Haryana,Rohtak,28.912222250205645,76.52823566366013,Rohtak,geoBoundaries India ADM2 centroid,1400120.0,Top total DES-reported production across available reporting years,236
Karnataka,Belgaum,16.12025542732695,74.82486700833144,Belgaum,geoBoundaries India ADM2 centroid,1388649.0,Top total DES-reported production across available reporting years,237
Tripura,South tripura,23.201213994548084,91.58252774166358,South Tripura,geoBoundaries India ADM2 centroid,1387375.0,Top total DES-reported production across available reporting years,238
Assam,Karimganj,24.57685120969188,92.38136385479383,Karimganj,geoBoundaries India ADM2 centroid,1375437.0,Top total DES-reported production across available reporting years,239
West Bengal,Alipurduar,26.63284217013993,89.46727372694298,Alipurduar,geoBoundaries India ADM2 centroid,1373490.0,Top total DES-reported production across available reporting years,240
Telangana,Nagarkurnool,16.392837349831648,78.5979894603624,Nagarkurnool,geoBoundaries India ADM2 centroid,1329830.0,Top total DES-reported production across available reporting years,241
Rajasthan,Bundi,25.481516061694165,75.79759871046295,Bundi,geoBoundaries India ADM2 centroid,1321998.0,Top total DES-reported production across available reporting years,242
Madhya Pradesh,Sheopur,25.74069343167915,77.01202227979783,Sheopur,geoBoundaries India ADM2 centroid,1320977.0,Top total DES-reported production across available reporting years,243
Bihar,Saharsa,25.817703199364804,86.57159975131997,Saharsa,geoBoundaries India ADM2 centroid,1316444.0,Top total DES-reported production across available reporting years,244
Uttar Pradesh,Kanpur dehat,26.437643198852577,79.85861420171426,Kanpur Dehat,geoBoundaries India ADM2 centroid,1314800.0,Top total DES-reported production across available reporting years,245
Maharashtra,Nashik,20.259696390335623,74.07264366441875,Nashik,geoBoundaries India ADM2 centroid,1310825.0,Top total DES-reported production across available reporting years,246
Madhya Pradesh,Damoh,23.80880475855976,79.53130429684519,Damoh,geoBoundaries India ADM2 centroid,1302901.0,Top total DES-reported production across available reporting years,247
Maharashtra,Pune,18.571659636138467,74.07002562778739,Pune,geoBoundaries India ADM2 centroid,1296249.0,Top total DES-reported production across available reporting years,248
Tamil Nadu,Erode,11.517095390065101,77.41396132813408,Erode,geoBoundaries India ADM2 centroid,1273937.0,Top total DES-reported production across available reporting years,249
Uttar Pradesh,Lucknow,26.841570700703237,80.90695595087674,Lucknow,geoBoundaries India ADM2 centroid,1265270.0,Top total DES-reported production across available reporting years,250
Bihar,Darbhanga,26.08719175541917,86.0478020880389,Darbhanga,geoBoundaries India ADM2 centroid,1252548.0,Top total DES-reported production across available reporting years,251
Telangana,Sangareddy,17.785977142843986,77.87429819521883,Sangareddy,geoBoundaries India ADM2 centroid,1244718.0,Top total DES-reported production across available reporting years,252
Karnataka,Udupi,13.522149514093462,74.87521285794242,Udupi,geoBoundaries India ADM2 centroid,1238381.0,Top total DES-reported production across available reporting years,253
Bihar,Saran,25.913214622510562,84.81564111334738,Saran,geoBoundaries India ADM2 centroid,1225145.0,Top total DES-reported production across available reporting years,254
Uttar Pradesh,Kaushambi,25.497477705937275,81.41806298228751,Kaushambi,geoBoundaries India ADM2 centroid,1208284.0,Top total DES-reported production across available reporting years,255
Uttar Pradesh,Varanasi,25.38869795669767,82.91767105175711,Varanasi,geoBoundaries India ADM2 centroid,1201325.0,Top total DES-reported production across available reporting years,256
Gujarat,Surat,21.262249920894366,73.06937941690983,Surat,geoBoundaries India ADM2 centroid,1170782.0,Top total DES-reported production across available reporting years,257
Madhya Pradesh,Umaria,23.55386507564919,80.97226374564003,Umaria,geoBoundaries India ADM2 centroid,1153992.0,Top total DES-reported production across available reporting years,258
Assam,Dhemaji,27.574113623764195,94.76343796974326,Dhemaji,geoBoundaries India ADM2 centroid,1135302.0,Top total DES-reported production across available reporting years,259
Tripura,Gomati,23.520677564038273,91.63393778534265,Gomati,geoBoundaries India ADM2 centroid,1129233.0,Top total DES-reported production across available reporting years,260
Assam,Bongaigaon,26.371557724770835,90.62370551571762,Bongaigaon,geoBoundaries India ADM2 centroid,1126485.0,Top total DES-reported production across available reporting years,261
Tamil Nadu,Krishnagiri,12.491139952045351,78.03368589836869,Krishnagiri,geoBoundaries India ADM2 centroid,1124027.0,Top total DES-reported production across available reporting years,262
Jharkhand,Hazaribagh,24.039926461926033,85.41206304692868,Hazaribagh,geoBoundaries India ADM2 centroid,1122036.0,Top total DES-reported production across available reporting years,263
Bihar,Gopalganj,26.435516243803168,84.36438870529396,Gopalganj,geoBoundaries India ADM2 centroid,1116136.0,Top total DES-reported production across available reporting years,264
Nagaland,Dimapur,25.794290011726655,93.79685503815833,Dimapur,geoBoundaries India ADM2 centroid,1101787.0,Top total DES-reported production across available reporting years,265
Kerala,Alappuzha,9.42945265215429,76.44763433360859,Alappuzha,geoBoundaries India ADM2 centroid,1100904.0,Top total DES-reported production across available reporting years,266
Jharkhand,Deoghar,24.33686384371631,86.74432094303256,Deoghar,geoBoundaries India ADM2 centroid,1094323.0,Top total DES-reported production across available reporting years,267
Madhya Pradesh,Sehore,22.985389290512007,77.1285020625946,Sehore,geoBoundaries India ADM2 centroid,1091137.0,Top total DES-reported production across available reporting years,268
Bihar,Jamui,24.781752513141903,86.28882401062677,Jamui,geoBoundaries India ADM2 centroid,1085515.0,Top total DES-reported production across available reporting years,269
Assam,Hailakandi,24.492621957305136,92.58882510462635,Hailakandi,geoBoundaries India ADM2 centroid,1070820.0,Top total DES-reported production across available reporting years,270
Tamil Nadu,Mayiladuthurai,11.153363280745276,79.7103910870651,Mayiladuthurai,geoBoundaries India ADM2 centroid,1059163.0,Top total DES-reported production across available reporting years,271
Uttar Pradesh,Banda,25.46353219592591,80.56186332079847,Banda,geoBoundaries India ADM2 centroid,1053704.0,Top total DES-reported production across available reporting years,272
Assam,Tinsukia,27.585446476102298,95.61780060700598,Tinsukia,geoBoundaries India ADM2 centroid,1050211.0,Top total DES-reported production across available reporting years,273
Karnataka,Hassan,12.997189028666025,76.1116563030904,Hassan,geoBoundaries India ADM2 centroid,1047763.0,Top total DES-reported production across available reporting years,274
Haryana,Jhajjar,28.60769949467589,76.65087717227537,Jhajjar,geoBoundaries India ADM2 centroid,1046360.0,Top total DES-reported production across available reporting years,275
Rajasthan,Hanumangarh,29.260935871765362,74.5427896869016,Hanumangarh,geoBoundaries India ADM2 centroid,1042098.0,Top total DES-reported production across available reporting years,276
Uttar Pradesh,Mathura,27.597093806454673,77.62803070729251,Mathura,geoBoundaries India ADM2 centroid,1015763.0,Top total DES-reported production across available reporting years,277
Uttar Pradesh,Sambhal,28.437653545210445,78.55385501108547,Sambhal,geoBoundaries India ADM2 centroid,1011311.0,Top total DES-reported production across available reporting years,278
Manipur,Imphal west,24.772389765952596,93.86668687453626,Imphal West,geoBoundaries India ADM2 centroid,1008721.0,Top total DES-reported production across available reporting years,279
Tamil Nadu,Ariyalur,11.162425636168006,79.24342855037709,Ariyalur,geoBoundaries India ADM2 centroid,981718.0,Top total DES-reported production across available reporting years,280
Haryana,Palwal,28.06286009780454,77.3371867306989,Palwal,geoBoundaries India ADM2 centroid,976590.0,Top total DES-reported production across available reporting years,281
Bihar,Jehanabad,25.159683537425703,85.0300913826794,Jehanabad,geoBoundaries India ADM2 centroid,951435.0,Top total DES-reported production across available reporting years,282
Jharkhand,Lohardaga,23.468140347236577,84.65444669152237,Lohardaga,geoBoundaries India ADM2 centroid,949535.0,Top total DES-reported production across available reporting years,283
Manipur,Imphal east,24.830120233619418,94.01236253858127,Imphal East,geoBoundaries India ADM2 centroid,946378.0,Top total DES-reported production across available reporting years,284
Tamil Nadu,Dharmapuri,12.108957853859394,78.19059627131132,Dharmapuri,geoBoundaries India ADM2 centroid,943451.0,Top total DES-reported production across available reporting years,285
Bihar,Arwal,25.175736125256726,84.70631282345154,Arwal,geoBoundaries India ADM2 centroid,926487.0,Top total DES-reported production across available reporting years,286
Uttar Pradesh,Kanpur nagar,26.389194187590302,80.21237090603967,Kanpur Nagar,geoBoundaries India ADM2 centroid,925740.0,Top total DES-reported production across available reporting years,287
Manipur,Thoubal,24.619134673739225,94.01293240919703,Thoubal,geoBoundaries India ADM2 centroid,913001.0,Top total DES-reported production across available reporting years,288
Telangana,Mulugu,18.253653987672962,80.23410301842968,Mulugu,geoBoundaries India ADM2 centroid,900811.0,Top total DES-reported production across available reporting years,289
Tamil Nadu,Salem,11.675907196509941,78.22265622210159,Salem,geoBoundaries India ADM2 centroid,895973.0,Top total DES-reported production across available reporting years,290
Maharashtra,Satara,17.66608753477051,74.17344090327319,Satara,geoBoundaries India ADM2 centroid,886538.0,Top total DES-reported production across available reporting years,291
Andhra Pradesh,Anantapur,14.48266563093275,77.57881459417244,Anantapur,geoBoundaries India ADM2 centroid,883851.0,Top total DES-reported production across available reporting years,292
Meghalaya,West garo hills,25.629216085953395,90.19108373655106,West Garo Hills,geoBoundaries India ADM2 centroid,881664.0,Top total DES-reported production across available reporting years,293
Jammu and Kashmir,Jammu,32.786056172474524,74.74714929817883,Jammu,geoBoundaries India ADM2 centroid,875843.0,Top total DES-reported production across available reporting years,294
Telangana,Vikarabad,17.251221954025837,77.74190453504902,Vikarabad,geoBoundaries India ADM2 centroid,865996.0,Top total DES-reported production across available reporting years,295
Punjab,Pathankot,32.29863336642977,75.62178036822898,Pathankot,geoBoundaries India ADM2 centroid,862000.0,Top total DES-reported production across available reporting years,296
Tripura,Dhalai,23.844940416718405,91.92690492638273,Dhalai,geoBoundaries India ADM2 centroid,855233.0,Top total DES-reported production across available reporting years,297
Telangana,Jogulamba,16.066611577424137,77.78219172137219,Jogulamba,geoBoundaries India ADM2 centroid,852771.0,Top total DES-reported production across available reporting years,298
Manipur,Bishnupur,24.533374749828482,93.79529527324105,Bishnupur,geoBoundaries India ADM2 centroid,845250.0,Top total DES-reported production across available reporting years,299
Uttar Pradesh,Sonbhadra,24.408314733301587,83.0530118571689,Sonbhadra,geoBoundaries India ADM2 centroid,840066.0,Top total DES-reported production across available reporting years,300
Jharkhand,Jamtara,23.98894676868131,86.89299322589935,Jamtara,geoBoundaries India ADM2 centroid,808416.0,Top total DES-reported production across available reporting years,301
Tripura,West tripura,23.890251187813767,91.40250944715794,West Tripura,geoBoundaries India ADM2 centroid,801757.0,Top total DES-reported production across available reporting years,302
Odisha,Jharsuguda,21.806447271349697,83.95474888176139,Jharsuguda,geoBoundaries India ADM2 centroid,788960.0,Top total DES-reported production across available reporting years,303
Bihar,Lakhisarai,25.148315777302056,86.12040909404682,Lakhisarai,geoBoundaries India ADM2 centroid,778526.0,Top total DES-reported production across available reporting years,304
Tripura,North tripura,24.10392796923853,92.20793193881606,North Tripura,geoBoundaries India ADM2 centroid,771365.0,Top total DES-reported production across available reporting years,305
Tamil Nadu,Virudhunagar,9.49156167029972,77.90962763907858,Virudhunagar,geoBoundaries India ADM2 centroid,766247.0,Top total DES-reported production across available reporting years,306
Madhya Pradesh,Shivpuri,25.360884367699953,77.81102172482126,Shivpuri,geoBoundaries India ADM2 centroid,764068.0,Top total DES-reported production across available reporting years,307
Madhya Pradesh,Datia,25.838347838032057,78.61506718427543,Datia,geoBoundaries India ADM2 centroid,761188.0,Top total DES-reported production across available reporting years,308
Karnataka,Haveri,14.739062449423916,75.41861255405938,Haveri,geoBoundaries India ADM2 centroid,759027.0,Top total DES-reported production across available reporting years,309
Madhya Pradesh,Betul,21.877662251842185,77.87447939039869,Betul,geoBoundaries India ADM2 centroid,756873.0,Top total DES-reported production across available reporting years,310
Assam,Chirang,26.651914862304707,90.62689652207095,Chirang,geoBoundaries India ADM2 centroid,753541.0,Top total DES-reported production across available reporting years,311
Jharkhand,Pakur,24.563758452953355,87.66343210768545,Pakur,geoBoundaries India ADM2 centroid,746539.0,Top total DES-reported production across available reporting years,312
Kerala,Thrissur,10.47192079226541,76.31574749701512,Thrissur,geoBoundaries India ADM2 centroid,733042.0,Top total DES-reported production across available reporting years,313
Tripura,Khowai,23.941254307895438,91.66365990001019,Khowai,geoBoundaries India ADM2 centroid,730750.0,Top total DES-reported production across available reporting years,314
Jharkhand,Godda,24.866641152572996,87.31684460665626,Godda,geoBoundaries India ADM2 centroid,729872.0,Top total DES-reported production across available reporting years,315
Jharkhand,Garhwa,24.098891754166953,83.70025895486623,Garhwa,geoBoundaries India ADM2 centroid,729587.0,Top total DES-reported production across available reporting years,316
Tamil Nadu,Kallakurichi,11.792626355409963,79.00923084126343,Kallakurichi,geoBoundaries India ADM2 centroid,720067.0,Top total DES-reported production across available reporting years,317
Bihar,Vaishali,25.777708702241434,85.36077119000157,Vaishali,geoBoundaries India ADM2 centroid,717140.0,Top total DES-reported production across available reporting years,318
Rajasthan,Kota,25.096466571687397,76.12455635583663,Kota,geoBoundaries India ADM2 centroid,706543.0,Top total DES-reported production across available reporting years,319
Odisha,Kandhamal,20.127506426711314,84.04779087552255,Kandhamal,geoBoundaries India ADM2 centroid,704912.0,Top total DES-reported production across available reporting years,320
Gujarat,Panch mahals,22.72042243833791,73.62925514309258,Panch Mahals,geoBoundaries India ADM2 centroid,694886.0,Top total DES-reported production across available reporting years,321
Odisha,Gajapati,19.17472993315712,84.1612203521734,Gajapati,geoBoundaries India ADM2 centroid,686950.0,Top total DES-reported production across available reporting years,322
Bihar,Munger,25.204531407890016,86.51326022824583,Munger,geoBoundaries India ADM2 centroid,683022.0,Top total DES-reported production across available reporting years,323
Jharkhand,Palamu,24.203056580649477,84.16924143146477,Palamu,geoBoundaries India ADM2 centroid,676342.0,Top total DES-reported production across available reporting years,324
Bihar,Bhagalpur,25.26480679023543,87.08048369304572,Bhagalpur,geoBoundaries India ADM2 centroid,670235.0,Top total DES-reported production across available reporting years,325
Jharkhand,Chatra,24.16869293572482,84.88716606329582,Chatra,geoBoundaries India ADM2 centroid,666408.0,Top total DES-reported production across available reporting years,326
Karnataka,Kodagu,12.325010274981373,75.80546178239275,Kodagu,geoBoundaries India ADM2 centroid,655044.0,Top total DES-reported production across available reporting years,327
Uttar Pradesh,Kannauj,27.01207410105404,79.6887862449679,Kannauj,geoBoundaries India ADM2 centroid,632760.0,Top total DES-reported production across available reporting years,328
Uttar Pradesh,Firozabad,27.181338966362453,78.5405047112579,Firozabad,geoBoundaries India ADM2 centroid,618968.0,Top total DES-reported production across available reporting years,329
Karnataka,Chikmagalur,13.460915022967113,75.7040009736634,Chikmagalur,geoBoundaries India ADM2 centroid,618794.0,Top total DES-reported production across available reporting years,330
Bihar,Sheikhpura,25.115251378426503,85.85277047065662,Sheikhpura,geoBoundaries India ADM2 centroid,614869.0,Top total DES-reported production across available reporting years,331
Jharkhand,Bokaro,23.694194578628565,85.9771351041598,Bokaro,geoBoundaries India ADM2 centroid,600046.0,Top total DES-reported production across available reporting years,332
Goa,South goa,15.19525987117241,74.11823165615253,South Goa,geoBoundaries India ADM2 centroid,585442.0,Top total DES-reported production across available reporting years,333
Gujarat,Vadodara,22.245412517310825,73.2327356194636,Vadodara,geoBoundaries India ADM2 centroid,584903.0,Top total DES-reported production across available reporting years,334
Uttar Pradesh,Hapur,28.711573375666863,77.87617507592428,Hapur,geoBoundaries India ADM2 centroid,581103.0,Top total DES-reported production across available reporting years,335
Himachal Pradesh,Kangra,32.10857608585249,76.31889911216362,Kangra,geoBoundaries India ADM2 centroid,578410.0,Top total DES-reported production across available reporting years,336
Chhattisgarh,Gaurella-pendra-marwahi,22.80514567382482,82.00245267229745,Gaurella Pendra Marwahi,geoBoundaries India ADM2 centroid,567332.0,Top total DES-reported production across available reporting years,337
Jharkhand,Ramgarh,23.628796039670725,85.5606851388983,Ramgarh,geoBoundaries India ADM2 centroid,565081.0,Top total DES-reported production across available reporting years,338
Assam,Hojai,25.97751145918799,92.98190087160854,Hojai,geoBoundaries India ADM2 centroid,559693.0,Top total DES-reported production across available reporting years,339
Madhya Pradesh,Bhind,26.420166419733626,78.72310610405586,Bhind,geoBoundaries India ADM2 centroid,558761.0,Top total DES-reported production across available reporting years,340
Gujarat,Mahisagar,23.188343520070312,73.64716421385012,Mahisagar,geoBoundaries India ADM2 centroid,552264.0,Top total DES-reported production across available reporting years,341
Telangana,Adilabad,19.51577636542679,78.57396645012727,Adilabad,geoBoundaries India ADM2 centroid,544300.0,Top total DES-reported production across available reporting years,342
Tamil Nadu,Theni,9.891613520707624,77.44001611043211,Theni,geoBoundaries India ADM2 centroid,528290.0,Top total DES-reported production across available reporting years,343
Kerala,Kottayam,9.638189631238621,76.6518523129707,Kottayam,geoBoundaries India ADM2 centroid,522281.0,Top total DES-reported production across available reporting years,344
Tamil Nadu,Ranipet,12.957607799992672,79.44835668823058,Ranipet,geoBoundaries India ADM2 centroid,521787.0,Top total DES-reported production across available reporting years,345
Jharkhand,Dhanbad,23.829652819698104,86.471585235236,Dhanbad,geoBoundaries India ADM2 centroid,519589.0,Top total DES-reported production across available reporting years,346
Haryana,Bhiwani,28.717748034586773,75.96620978201295,Bhiwani,geoBoundaries India ADM2 centroid,507100.0,Top total DES-reported production across available reporting years,347
Tamil Nadu,Kanniyakumari,8.307773872848339,77.3635654992946,Kanniyakumari,geoBoundaries India ADM2 centroid,495603.0,Top total DES-reported production across available reporting years,348
Meghalaya,South west garo hills,25.445550134832,89.95012347962846,South West Garo Hills,geoBoundaries India ADM2 centroid,484601.0,Top total DES-reported production across available reporting years,349
Goa,North goa,15.55067056362313,73.98205335153615,North Goa,geoBoundaries India ADM2 centroid,479741.0,Top total DES-reported production across available reporting years,350
