Date,State,District,Latitude,Longitude,ResolvedLocation,Rainfall,Temperature,WeatherDataSource
2018-12-18,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.1,16.2,Open-Meteo Historical Weather API
2018-12-19,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,16.4,Open-Meteo Historical Weather API
2018-12-20,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.7,Open-Meteo Historical Weather API
2018-12-21,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.7,Open-Meteo Historical Weather API
2018-12-22,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.1,Open-Meteo Historical Weather API
2018-12-23,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.5,Open-Meteo Historical Weather API
2018-12-24,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.8,Open-Meteo Historical Weather API
2018-12-25,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,14.6,Open-Meteo Historical Weather API
2018-12-26,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,13.5,Open-Meteo Historical Weather API
2018-12-27,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,13.6,Open-Meteo Historical Weather API
2018-12-28,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,13.9,Open-Meteo Historical Weather API
2018-12-29,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,13.2,Open-Meteo Historical Weather API
2018-12-30,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,13.3,Open-Meteo Historical Weather API
2018-12-31,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,13.7,Open-Meteo Historical Weather API
2019-01-01,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,14.3,Open-Meteo Historical Weather API
2019-01-02,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,14.5,Open-Meteo Historical Weather API
2019-01-03,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,14.1,Open-Meteo Historical Weather API
2019-01-04,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.6,Open-Meteo Historical Weather API
2019-01-05,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.6,Open-Meteo Historical Weather API
2019-01-06,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.2,Open-Meteo Historical Weather API
2019-01-07,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,17.2,Open-Meteo Historical Weather API
2019-01-08,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,16.6,Open-Meteo Historical Weather API
2019-01-09,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.7,Open-Meteo Historical Weather API
2019-01-10,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,14.3,Open-Meteo Historical Weather API
2019-01-11,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,14.6,Open-Meteo Historical Weather API
2019-01-12,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.5,Open-Meteo Historical Weather API
2019-01-13,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.6,Open-Meteo Historical Weather API
2019-01-14,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,16.0,Open-Meteo Historical Weather API
2019-01-15,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,14.3,Open-Meteo Historical Weather API
2019-01-16,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,13.9,Open-Meteo Historical Weather API
2019-01-17,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,14.6,Open-Meteo Historical Weather API
2019-01-18,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.3,Open-Meteo Historical Weather API
2019-01-19,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.8,Open-Meteo Historical Weather API
2019-01-20,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.7,Open-Meteo Historical Weather API
2019-01-21,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,16.3,Open-Meteo Historical Weather API
2019-01-22,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,17.6,Open-Meteo Historical Weather API
2019-01-23,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,1.5,18.1,Open-Meteo Historical Weather API
2019-01-24,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,18.0,Open-Meteo Historical Weather API
2019-01-25,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.9,17.6,Open-Meteo Historical Weather API
2019-01-26,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,17.9,Open-Meteo Historical Weather API
2019-01-27,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,18.2,Open-Meteo Historical Weather API
2019-01-28,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,16.9,Open-Meteo Historical Weather API
2019-01-29,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.2,Open-Meteo Historical Weather API
2019-01-30,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.1,Open-Meteo Historical Weather API
2019-01-31,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.7,Open-Meteo Historical Weather API
2019-02-01,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,17.2,Open-Meteo Historical Weather API
2019-02-02,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,17.3,Open-Meteo Historical Weather API
2019-02-03,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,18.1,Open-Meteo Historical Weather API
2019-02-04,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,16.8,Open-Meteo Historical Weather API
2019-02-05,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,16.3,Open-Meteo Historical Weather API
2019-02-06,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,18.0,Open-Meteo Historical Weather API
2019-02-07,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.6,20.2,Open-Meteo Historical Weather API
2019-02-08,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,3.2,19.5,Open-Meteo Historical Weather API
2019-02-09,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,9.3,16.5,Open-Meteo Historical Weather API
2019-02-10,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,15.8,Open-Meteo Historical Weather API
2019-02-11,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,16.8,Open-Meteo Historical Weather API
2019-02-12,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,17.4,Open-Meteo Historical Weather API
2019-02-13,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,18.7,Open-Meteo Historical Weather API
2019-02-14,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,18.8,Open-Meteo Historical Weather API
2019-02-15,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,1.1,19.1,Open-Meteo Historical Weather API
2019-02-16,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,2.5,19.6,Open-Meteo Historical Weather API
2019-02-17,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,19.1,Open-Meteo Historical Weather API
2019-02-18,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,18.6,Open-Meteo Historical Weather API
2019-02-19,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,19.7,Open-Meteo Historical Weather API
2019-02-20,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,20.5,Open-Meteo Historical Weather API
2019-02-21,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,21.2,Open-Meteo Historical Weather API
2019-02-22,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,23.4,Open-Meteo Historical Weather API
2019-02-23,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,23.4,Open-Meteo Historical Weather API
2019-02-24,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,20.2,Open-Meteo Historical Weather API
2019-02-25,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,20.4,Open-Meteo Historical Weather API
2019-02-26,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,21.2,Open-Meteo Historical Weather API
2019-02-27,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,20.9,19.5,Open-Meteo Historical Weather API
2019-02-28,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,1.5,17.5,Open-Meteo Historical Weather API
2019-03-01,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,17.0,Open-Meteo Historical Weather API
2019-03-02,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,17.1,Open-Meteo Historical Weather API
2019-03-03,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,19.2,Open-Meteo Historical Weather API
2019-03-04,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,20.3,Open-Meteo Historical Weather API
2019-03-05,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.2,21.4,Open-Meteo Historical Weather API
2019-03-06,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,21.1,Open-Meteo Historical Weather API
2019-03-07,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,20.0,Open-Meteo Historical Weather API
2019-03-08,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,20.3,Open-Meteo Historical Weather API
2019-03-09,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,22.3,Open-Meteo Historical Weather API
2019-03-10,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,23.1,Open-Meteo Historical Weather API
2019-03-11,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,23.2,Open-Meteo Historical Weather API
2019-03-12,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,24.8,Open-Meteo Historical Weather API
2019-03-13,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,25.5,Open-Meteo Historical Weather API
2019-03-14,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,25.4,Open-Meteo Historical Weather API
2019-03-15,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,25.4,Open-Meteo Historical Weather API
2019-03-16,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,24.8,Open-Meteo Historical Weather API
2019-03-17,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,23.3,Open-Meteo Historical Weather API
2019-03-18,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,2.4,22.6,Open-Meteo Historical Weather API
2019-03-19,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,23.4,Open-Meteo Historical Weather API
2019-03-20,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,23.8,Open-Meteo Historical Weather API
2019-03-21,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,25.6,Open-Meteo Historical Weather API
2019-03-22,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,27.0,Open-Meteo Historical Weather API
2019-03-23,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,25.2,Open-Meteo Historical Weather API
2019-03-24,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,25.1,Open-Meteo Historical Weather API
2019-03-25,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,25.6,Open-Meteo Historical Weather API
2019-03-26,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,3.1,23.4,Open-Meteo Historical Weather API
2019-03-27,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,24.1,Open-Meteo Historical Weather API
2019-03-28,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,25.7,Open-Meteo Historical Weather API
2019-03-29,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,26.5,Open-Meteo Historical Weather API
2019-03-30,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,27.5,Open-Meteo Historical Weather API
2019-03-31,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,8.1,26.8,Open-Meteo Historical Weather API
2019-04-01,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,25.9,Open-Meteo Historical Weather API
2019-04-02,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,8.7,23.6,Open-Meteo Historical Weather API
2019-04-03,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,26.3,Open-Meteo Historical Weather API
2019-04-04,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,27.1,Open-Meteo Historical Weather API
2019-04-05,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,26.7,Open-Meteo Historical Weather API
2019-04-06,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,10.3,25.7,Open-Meteo Historical Weather API
2019-04-07,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,3.6,24.9,Open-Meteo Historical Weather API
2019-04-08,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,4.2,25.7,Open-Meteo Historical Weather API
2019-04-09,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,3.7,24.1,Open-Meteo Historical Weather API
2019-04-10,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,25.9,Open-Meteo Historical Weather API
2019-04-11,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.2,27.5,Open-Meteo Historical Weather API
2019-04-12,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,28.9,Open-Meteo Historical Weather API
2019-04-13,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.3,30.4,Open-Meteo Historical Weather API
2019-04-14,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,30.6,Open-Meteo Historical Weather API
2019-04-15,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,30.3,Open-Meteo Historical Weather API
2019-04-16,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,29.5,Open-Meteo Historical Weather API
2019-04-17,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.4,26.9,Open-Meteo Historical Weather API
2019-04-18,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,28.1,Open-Meteo Historical Weather API
2019-04-19,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,28.7,Open-Meteo Historical Weather API
2019-04-20,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,28.9,Open-Meteo Historical Weather API
2019-04-21,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,29.8,Open-Meteo Historical Weather API
2019-04-22,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,29.4,Open-Meteo Historical Weather API
2019-04-23,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.3,28.9,Open-Meteo Historical Weather API
2019-04-24,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.2,30.8,Open-Meteo Historical Weather API
2019-04-25,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.8,31.8,Open-Meteo Historical Weather API
2019-04-26,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.5,Open-Meteo Historical Weather API
2019-04-27,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.7,Open-Meteo Historical Weather API
2019-04-28,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.4,Open-Meteo Historical Weather API
2019-04-29,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.7,Open-Meteo Historical Weather API
2019-04-30,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.9,Open-Meteo Historical Weather API
2019-05-01,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.5,Open-Meteo Historical Weather API
2019-05-02,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,2.9,31.5,Open-Meteo Historical Weather API
2019-05-03,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.5,28.2,Open-Meteo Historical Weather API
2019-05-04,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,29.0,Open-Meteo Historical Weather API
2019-05-05,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.4,Open-Meteo Historical Weather API
2019-05-06,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.1,Open-Meteo Historical Weather API
2019-05-07,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,30.7,Open-Meteo Historical Weather API
2019-05-08,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.4,Open-Meteo Historical Weather API
2019-05-09,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.2,Open-Meteo Historical Weather API
2019-05-10,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.8,Open-Meteo Historical Weather API
2019-05-11,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.2,Open-Meteo Historical Weather API
2019-05-12,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.7,Open-Meteo Historical Weather API
2019-05-13,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.2,30.7,Open-Meteo Historical Weather API
2019-05-14,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,30.9,Open-Meteo Historical Weather API
2019-05-15,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.3,30.5,Open-Meteo Historical Weather API
2019-05-16,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.2,Open-Meteo Historical Weather API
2019-05-17,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.3,Open-Meteo Historical Weather API
2019-05-18,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,33.0,Open-Meteo Historical Weather API
2019-05-19,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.5,Open-Meteo Historical Weather API
2019-05-20,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,33.2,Open-Meteo Historical Weather API
2019-05-21,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,33.2,Open-Meteo Historical Weather API
2019-05-22,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,1.8,31.8,Open-Meteo Historical Weather API
2019-05-23,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.2,Open-Meteo Historical Weather API
2019-05-24,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.6,Open-Meteo Historical Weather API
2019-05-25,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.5,Open-Meteo Historical Weather API
2019-05-26,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.4,Open-Meteo Historical Weather API
2019-05-27,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.6,Open-Meteo Historical Weather API
2019-05-28,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.3,Open-Meteo Historical Weather API
2019-05-29,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.1,Open-Meteo Historical Weather API
2019-05-30,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.0,Open-Meteo Historical Weather API
2019-05-31,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,29.9,Open-Meteo Historical Weather API
2019-06-01,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,31.1,Open-Meteo Historical Weather API
2019-06-02,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,1.4,30.8,Open-Meteo Historical Weather API
2019-06-03,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,1.1,30.2,Open-Meteo Historical Weather API
2019-06-04,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.2,32.1,Open-Meteo Historical Weather API
2019-06-05,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,32.7,Open-Meteo Historical Weather API
2019-06-06,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.4,32.1,Open-Meteo Historical Weather API
2019-06-07,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.3,32.9,Open-Meteo Historical Weather API
2019-06-08,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.2,32.7,Open-Meteo Historical Weather API
2019-06-09,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.1,34.1,Open-Meteo Historical Weather API
2019-06-10,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,33.2,Open-Meteo Historical Weather API
2019-06-11,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.5,31.2,Open-Meteo Historical Weather API
2019-06-12,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,33.0,Open-Meteo Historical Weather API
2019-06-13,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.2,34.0,Open-Meteo Historical Weather API
2019-06-14,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,35.5,Open-Meteo Historical Weather API
2019-06-15,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,35.4,Open-Meteo Historical Weather API
2019-06-16,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,34.2,Open-Meteo Historical Weather API
2019-06-17,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,35.2,Open-Meteo Historical Weather API
2019-06-18,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,34.5,Open-Meteo Historical Weather API
2019-06-19,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,33.8,Open-Meteo Historical Weather API
2019-06-20,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,5.7,33.1,Open-Meteo Historical Weather API
2019-06-21,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,9.0,32.6,Open-Meteo Historical Weather API
2019-06-22,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,7.1,29.9,Open-Meteo Historical Weather API
2019-06-23,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,2.3,32.0,Open-Meteo Historical Weather API
2019-06-24,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.3,33.2,Open-Meteo Historical Weather API
2019-06-25,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.1,34.4,Open-Meteo Historical Weather API
2019-06-26,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,3.4,33.3,Open-Meteo Historical Weather API
2019-06-27,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,5.9,32.0,Open-Meteo Historical Weather API
2019-06-28,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,33.4,Open-Meteo Historical Weather API
2019-06-29,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.0,33.3,Open-Meteo Historical Weather API
2019-06-30,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.2,32.4,Open-Meteo Historical Weather API
2019-07-01,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,14.1,32.3,Open-Meteo Historical Weather API
2019-07-02,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,4.2,31.7,Open-Meteo Historical Weather API
2019-07-03,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,0.6,31.8,Open-Meteo Historical Weather API
2019-07-04,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,2.7,32.2,Open-Meteo Historical Weather API
2019-07-05,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,6.6,31.3,Open-Meteo Historical Weather API
2019-07-06,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,2.9,30.9,Open-Meteo Historical Weather API
2019-07-07,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,35.2,27.8,Open-Meteo Historical Weather API
2019-07-08,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,37.4,27.3,Open-Meteo Historical Weather API
2019-07-09,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,93.3,26.6,Open-Meteo Historical Weather API
2019-07-10,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,29.0,26.9,Open-Meteo Historical Weather API
2019-07-11,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,76.5,26.6,Open-Meteo Historical Weather API
2019-07-12,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,46.9,27.4,Open-Meteo Historical Weather API
2019-07-13,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,29.0,28.2,Open-Meteo Historical Weather API
2019-07-14,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,17.3,28.1,Open-Meteo Historical Weather API
2019-07-15,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,5.2,30.1,Open-Meteo Historical Weather API
2019-07-16,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,6.3,28.7,Open-Meteo Historical Weather API
2019-07-17,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,3.3,29.9,Open-Meteo Historical Weather API
2019-07-18,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,2.5,30.7,Open-Meteo Historical Weather API
2019-07-19,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,10.5,30.1,Open-Meteo Historical Weather API
2019-07-20,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,2.8,30.7,Open-Meteo Historical Weather API
2019-07-21,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,1.8,30.9,Open-Meteo Historical Weather API
2019-07-22,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,11.4,30.5,Open-Meteo Historical Weather API
2019-07-23,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,9.5,29.0,Open-Meteo Historical Weather API
2019-07-24,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,46.4,27.3,Open-Meteo Historical Weather API
2019-07-25,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,20.0,27.3,Open-Meteo Historical Weather API
2019-07-26,Bihar,Muzaffarpur,26.12259,85.39055,Muzaffarpur,15.1,28.1,Open-Meteo Historical Weather API
